date,msci,lmex,copper,aluminum,nickel,tin,zinc,lead
27-07-12,364.741,3198.8,7557,1862,15829,18106,1851,1918.75
30-07-12,368.104,3202.9,7534,1864.5,16197,18256,1853.25,1942.75
31-07-12,367.528,3191.2,7551.5,1853.25,15807,18082,1832.5,1910.5
01-08-12,366.729,3137.3,7418.25,1827.25,15492,17780,1811.75,1871.25
02-08-12,361.513,3094.8,7322.25,1804,15190,17404,1801.25,1842.75
03-08-12,367.436,3145.5,7440.75,1825.5,15553,17878,1829,1883.25
06-08-12,373.704,3167,7492.75,1843.75,15748,17834,1838.25,1877
07-08-12,379.787,3204.7,7580.5,1873.5,15694,18283,1862.25,1897.75
08-08-12,382.133,3197.9,7550.75,1877.75,15685,18208,1858.25,1903
09-08-12,386.118,3187,7530,1861.5,15438,17904,1847,1913.75
10-08-12,387.679,3162.8,7483.75,1841.25,15337,17879.5,1819,1889
13-08-12,385.07,3124.6,7382.25,1816,15312,17701,1798.75,1851.75
14-08-12,382.314,3135.1,7404.25,1815.5,15406,18275,1797.75,1845
15-08-12,377.341,3112.3,7375,1796,15234,18027,1780.75,1803
16-08-12,383.215,3133.5,7442.75,1804,15462,18102,1761.5,1827.5
17-08-12,382.141,3170.1,7532.5,1821.25,15566,18494,1773.25,1882
20-08-12,381.254,3142,7447,1800,15487,18507,1771.25,1899
21-08-12,387.427,3199.9,7604.5,1832.5,15764,18951.5,1786.75,1905
22-08-12,385.216,3213.9,7599,1844.75,16023,19509,1814.75,1908.75
23-08-12,387.159,3257.8,7676.5,1877.25,16424,19907,1842.5,1943
24-08-12,381.381,3262.1,7627.75,1890.45,16422,20908,1858.75,1963.25
27-08-12,379.465,3262.1,7627.75,1890.45,16422,20908,1858.75,1963.25
28-08-12,377.476,3247.2,7594.5,1890.75,16193,20707,1849.75,1969
29-08-12,371.794,3221.9,7561.5,1870.25,16240.75,19618.25,1831.5,1972
30-08-12,363.663,3204.5,7556.75,1856.25,15920,19596.5,1809.25,1939.5
31-08-12,368.934,3225.3,7606.25,1883.75,15897,19388.5,1815.75,1964.5
03-09-12,369.415,3262.8,7674.75,1908,16163.75,19783,1849.75,1999.25
04-09-12,365.355,3252.3,7631,1926,15892.5,19614.5,1853.5,1994.75
05-09-12,363.77,3292.8,7731,1962,16042.5,19691,1867.25,2021.25
06-09-12,374.893,3287.8,7693.25,1966.5,16001.75,19720.25,1887,2040
07-09-12,390.687,3386.9,7958.75,2010,16441.5,19975,1946,2081.75
10-09-12,393.324,3438.6,8054.5,2049.5,16718,20603,1989.25,2105
11-09-12,395.07,3452.5,8075.75,2073.15,16773,20685,1991.25,2112.5
12-09-12,396.188,3453.6,8080.25,2082,16601,20815,1987,2110.5
13-09-12,402.018,3459.6,8059.25,2101.25,16703.5,20380,2004.5,2146.5
14-09-12,422.664,3608.8,8362.6,2200,17739.5,21725,2085.75,2261
17-09-12,419.832,3580.3,8282.75,2167,18183,21620,2056.75,2250.5
18-09-12,417.793,3579.6,8310.25,2161.75,17782.25,21621.5,2078.25,2266.5
19-09-12,419.885,3579.4,8340,2126.5,17717,21407,2094.75,2260.75
20-09-12,412.538,3546.3,8263,2098.25,17854.5,20585,2085,2256
21-09-12,411.729,3559.9,8277,2107.5,18136,20825,2086.5,2280
24-09-12,404.568,3515.7,8176.25,2057.5,17930,20750,2072.5,2258.75
25-09-12,401.099,3567,8271,2078.5,18350.5,21570,2105.5,2316
26-09-12,393.509,3495.8,8122,2042.75,18004,20840,2039,2257.25
27-09-12,399.014,3531.2,8180,2079.5,18299,21305,2053.25,2261
28-09-12,398.43,3549,8211.5,2084.75,18426,21910,2064.25,2274.25
01-10-12,401.733,3581,8300.75,2097.5,18673,21918,2074.25,2282.5
02-10-12,399.817,3579.1,8325.25,2078.75,18394,22330,2063.75,2288.5
03-10-12,396.167,3566.8,8285.5,2074,18466,22142,2050.25,2295.5
04-10-12,398.392,3575.2,8295.5,2087.5,18619,22507,2032,2282
05-10-12,401.331,3568.1,8295,2085,18243,22403,2042.75,2279.75
08-10-12,399.296,3516.7,8181.25,2052.75,18014,22096,1997.75,2249.25
09-10-12,397.847,3488.9,8140,2025,17867,21814,1969.25,2239.75
10-10-12,395.658,3468.3,8164.75,1980.25,17611,21824,1936,2188
11-10-12,398.589,3494.6,8242,1992.25,17662,21929,1928.95,2180.5
12-10-12,396.62,3438.2,8131.75,1968.5,17015,21349,1897.1,2126.75
15-10-12,394.383,3413.1,8095.5,1935.25,17026,21145,1875.25,2100
16-10-12,400.877,3417.6,8122,1929.75,16859,21555,1858,2106
17-10-12,409.244,3462,8217,1959.75,17110,21633,1881.25,2152
18-10-12,411.122,3475.1,8217,1991.5,17251,21830,1882,2148
19-10-12,407.01,3392.9,8010,1946.25,16884.5,21335,1846.25,2108
22-10-12,406.76,3354.9,7947.5,1933.75,16521,20526,1815.5,2059
23-10-12,397.727,3312.4,7828,1923.25,16287,20309,1806.5,2017
24-10-12,396.547,3306.1,7814.5,1912,16336,20295,1815.25,2004.75
25-10-12,400.757,3299.4,7814,1911.25,16071,20407,1796.25,2008
26-10-12,398.84,3288.8,7819.75,1895.75,15941.5,19795,1794.75,2015.5
29-10-12,397.315,3246,7699.25,1869.25,15905,19551,1784,2011
30-10-12,401.178,3264.1,7722.25,1882.25,15990,19759,1815.25,2046
31-10-12,402.248,3278.5,7758.25,1877.5,16135,19923,1828.75,2077.5
01-11-12,404.46,3318.5,7825,1917.5,16249,20382,1849.25,2133.5
02-11-12,401.131,3262.9,7661.75,1899.5,15928,20175,1836,2098.5
05-11-12,399.312,3251.4,7642.25,1878.75,15852,20113,1830,2136.5
06-11-12,402.832,3281,7692.75,1892,16025,20645,1862.75,2177.5
07-11-12,401.016,3256,7599.25,1897,15946,20343,1862.25,2200.5
08-11-12,398.147,3273.7,7628.75,1902,16115,20580,1899,2228.5
09-11-12,395.144,3245.4,7568,1901.5,15907,20330,1862.5,2177.5
12-11-12,392.968,3285.8,7635,1951,16036,20408,1906,2177
13-11-12,389.881,3300.9,7674,1967.25,16011,20440,1910.25,2168
14-11-12,381.082,3290.5,7631.25,1948.75,16114,20515,1924.75,2189
15-11-12,376.2,3289.7,7630.5,1943,15858,20544,1929,2215.5
16-11-12,373.553,3269.4,7595.75,1930.25,15902.5,20439.5,1892.25,2160.75
19-11-12,382.951,3342.9,7793,1955,16410,20855,1914.25,2198
20-11-12,383.158,3333.8,7770,1946.5,16546,20855,1912.25,2171
21-11-12,382.934,3295.1,7676,1910.75,16640,20460,1892.75,2151
22-11-12,385.936,3305,7698.25,1925.75,16501,20479,1902,2167.25
23-11-12,389.911,3344,7761.5,1969.5,16563,20868,1941.5,2196.25
26-11-12,390.018,3348.4,7763.5,1986.5,16398.5,20845,1963.75,2180.75
27-11-12,388.105,3371.9,7789.25,2000.5,16899,21223,1972,2210.5
28-11-12,385.29,3358.5,7747.25,1992,16930,21440,1968,2185.75
29-11-12,392.314,3424.7,7885.25,2065.25,16949,21886,2013,2222.5
30-11-12,391.927,3471.5,7978.75,2094,17598,21862,2029.25,2257.5
03-12-12,390.189,3478.6,7987.25,2118,17439.5,21860,2021.25,2259
04-12-12,389.196,3471.8,8011,2092.5,17445,21833,2002.25,2221.25
05-12-12,388.972,3486.9,8054,2106.25,17490,21757.5,2005.25,2230
06-12-12,391.416,3456.7,7978.75,2089.75,17140,21913,2000.5,2202.5
07-12-12,392.459,3464.7,8012.25,2086.75,17165,21782,2004.75,2200.75
10-12-12,396.235,3529.9,8108.5,2123.5,17714,23108,2057.5,2283.5
11-12-12,399.706,3514.9,8074.5,2110,17734,22989,2054.5,2281
12-12-12,404.065,3533.6,8105.25,2141.25,17632,23152,2070.5,2305
13-12-12,402.265,3514.7,8052,2132.75,17636,22993,2049.85,2289
14-12-12,405.629,3520.2,8043.75,2138.25,17809.5,23168.5,2064.55,2284.25
17-12-12,408.664,3506.3,8038.75,2149.75,17538,23320,2057.25,2287.25
18-12-12,412.687,3500.1,7995.25,2079.75,17732,23536,2054.75,2305.25
19-12-12,413.693,3470.5,7897.5,2048.25,17675,23485,2053.75,2319
20-12-12,412.273,3417.5,7743,2026,17502,23308,2037,2304.5
21-12-12,408.538,3437,7807.5,2048.25,17281,23200,2051.5,2287
24-12-12,408.212,3425.6,7787.5,2039.75,17237.5,23271,2038,2304
25-12-12,408.395,3425.6,7787.5,2039.75,17237.5,23271,2038,2304
26-12-12,409.869,3425.6,7787.5,2039.75,17237.5,23271,2038,2304
27-12-12,412.399,3459.8,7893,2046,17212,23377,2073.5,2318.5
28-12-12,412.033,3438.6,7866.5,2030.75,17141,23304,2022,2318
31-12-12,414.412,3454.5,7907,2041,16998,23380,2049.5,2316.5
01-01-13,414.529,3454.5,7907,2041,16998,23380,2049.5,2316.5
02-01-13,429.581,3581.7,8183.5,2127.25,17644,24429,2108.5,2421.5
03-01-13,426.743,3539.6,8136.5,2082.5,17446,23964,2058.25,2390
04-01-13,422.988,3488.9,8055,2027.25,17294,23783,2008.75,2324.75
07-01-13,420.734,3476.7,8037.5,2029.25,17145,24055,1985.75,2290
08-01-13,417.317,3485.5,8045.25,2031.25,17261,24128,1987,2310.75
09-01-13,418.225,3496.3,8046,2040.5,17488.5,24623,1986.25,2298.5
10-01-13,422.422,3527.3,8084.25,2080,17344,24625.5,2014,2321.5
11-01-13,418.491,3505.3,8017,2063.1,17524,24890.25,1991.25,2293.25
14-01-13,418.07,3469.4,7968,2015.25,17190,24735,1972,2283.75
15-01-13,418.14,3471.8,7963.25,2014.75,17436.5,24878,1968.75,2279.5
16-01-13,413.513,3453,7916,2007.25,17337,24992,1955,2253.75
17-01-13,412.777,3489.1,8026.25,2012.75,17540,24993,1989.25,2275.5
18-01-13,413.177,3491.2,8035.75,2006.5,17492,25021,2016.75,2294
21-01-13,415.078,3483.9,8027,2004,17339,24992,2015.25,2296.5
22-01-13,417.404,3515.1,8102.5,2038.5,17313,24603,2035.5,2315
23-01-13,414.621,3518.4,8073,2039.25,17483,24474,2066.25,2361.5
24-01-13,412.685,3516.7,8064.5,2041,17331,24649,2074,2396
25-01-13,409.496,3484.1,7997.75,2011,17323,24699,2066.25,2345.25
28-01-13,405.2,3494.9,8015.75,2013,17568,24402,2060.75,2365.5
29-01-13,410.753,3519.4,8068.5,2022.25,17793.5,24599,2072.5,2393
30-01-13,409.583,3582.2,8190.75,2066.5,18309,24883,2133.75,2426.75
31-01-13,410.392,3557.9,8128.25,2054.25,18268,24758,2125.25,2422
01-02-13,416.242,3613.2,8254.5,2087.75,18564,24888,2155.75,2441
04-02-13,414.213,3614.1,8267.25,2073.75,18662,24890,2161.25,2438.5
05-02-13,411.35,3602.5,8232.25,2073,18636,24921,2150.25,2447.5
06-02-13,413.769,3582.6,8207.75,2058.65,18258,24829,2143,2409.25
07-02-13,411.779,3565.8,8164.5,2060.5,18106.5,24657.5,2139.5,2397
08-02-13,414.008,3604.9,8259.5,2080.25,18251,24827,2181.75,2408.25
11-02-13,409.687,3568.4,8165,2063,18095,24827,2167.25,2375.5
12-02-13,410.608,3590.6,8199.25,2078.25,18297,24851,2185,2400.75
13-02-13,411.973,3591.3,8190.25,2100,18305,24876,2169,2387.75
14-02-13,413.498,3605.8,8205.25,2115.25,18186.5,24800,2163.25,2394.25
15-02-13,407.914,3602.3,8172,2127.25,18312,24766,2146.5,2420.75
18-02-13,405.672,3546.9,8085.25,2077,17789,24263,2128,2370.75
19-02-13,405.778,3514.4,8015.75,2069,17322,23871,2130.25,2353.5
20-02-13,395.001,3482.1,7925.5,2060.75,17104,23675,2107.75,2328
21-02-13,385.877,3428.6,7832.25,2034.25,16571,23047,2088.5,2307.75
22-02-13,385.313,3405.9,7773.25,2004.75,16915.5,23056.75,2069.75,2291.75
25-02-13,386.763,3410.4,7811.5,1993.25,16644,23108,2076.75,2287
26-02-13,384.566,3408.7,7832.5,1978,16582.5,23261,2091,2290
27-02-13,386.011,3413.1,7841,1975.5,16662,23449,2073,2295.5
28-02-13,386.705,3386.4,7784,1961.75,16539,23371.5,2046.25,2271
01-03-13,379.592,3340.6,7673,1932,16543,23128,1997.5,2227.5
04-03-13,369.994,3339.8,7695,1928.75,16412,23346,1975.25,2196.75
05-03-13,374.735,3357.3,7740.75,1932.5,16643,23429,1982.5,2204
06-03-13,378.616,3322.5,7658,1910,16463,23446,1956,2168.5
07-03-13,378.765,3353.8,7734,1936.5,16586,23616,1970.75,2190.25
08-03-13,378.893,3344.9,7710.5,1923.25,16672,23756,1955,2193.75
11-03-13,379.047,3341.9,7725.25,1909.25,16831,23659,1937.5,2177.75
12-03-13,380.558,3379.6,7797.75,1939,16966,23833,1961.75,2216.75
13-03-13,375.83,3362.3,7758,1923.5,16880.5,23907,1953.25,2232
14-03-13,374.873,3381.4,7775.25,1938.85,17158,23886,1943.75,2229.5
15-03-13,376.626,3354.9,7724.5,1923.3,16834,23818,1919,2201.25
18-03-13,372.125,3284.3,7542,1893.5,16535,23065,1884.25,2162.25
19-03-13,365.424,3270,7493.75,1895,16467,22800,1891,2145
20-03-13,364.167,3291.4,7584.5,1900.75,16749,22542,1898.5,2161.5
21-03-13,365.13,3280.7,7548.25,1893.25,16827.5,22533,1904.75,2147
22-03-13,363.591,3311.4,7621.75,1914.5,17084,22899,1922.5,2164.5
25-03-13,360.24,3295.8,7586,1895.5,16902.5,23145,1914.75,2156.5
26-03-13,360.061,3284,7592.75,1875.25,16708.5,23094,1872.5,2105.25
27-03-13,361.723,3284.3,7576.75,1885.75,16782.5,22951,1878,2096.25
28-03-13,359.479,3262.1,7509.75,1875.25,16589.5,23187,1864.5,2090.75
29-03-13,359.37,3262.1,7509.75,1875.25,16589.5,23187,1864.5,2090.75
01-04-13,357.194,3262.1,7509.75,1875.25,16589.5,23187,1864.5,2090.75
02-04-13,352.161,3219.3,7435.5,1851,16307,22962,1817.75,2026.75
03-04-13,346.257,3190,7357.5,1839.5,16033,22663,1821.75,2025
04-04-13,344.232,3213.5,7411.75,1856,16025.5,22729,1855.5,2047.75
05-04-13,344.609,3193.3,7377,1850.5,15876.5,22862,1851.25,2018.25
08-04-13,345.763,3215.7,7420,1853,15976.5,22889,1859.25,2032
09-04-13,356.922,3275.1,7601.5,1883.25,16132.5,22929,1887.5,2064.5
10-04-13,357.272,3249.1,7545,1875,15979,22832.5,1875.75,2065
11-04-13,354.901,3269.9,7579,1864.5,16200,22808,1878.25,2059
12-04-13,347.627,3184.5,7374.9,1818.75,15783,21960,1839.6,2025.5
15-04-13,327.808,3126.2,7168.25,1832.25,15625,20997,1832.75,2009
16-04-13,327.407,3172.3,7266.5,1883.25,15633,21066,1859.75,2041.25
17-04-13,319.331,3098.7,7047.5,1866,15354,20346,1841,1997.75
18-04-13,316.742,3111.3,7061,1884.75,15481.5,20545,1854.5,1991
19-04-13,321.169,3072.6,6961,1859.75,15099,20711,1851,1998.25
22-04-13,321.88,3063.9,6906.5,1865.25,15227,20750,1844.75,1988.75
23-04-13,321.501,3043.1,6842,1868,15057.5,20503,1842.75,1994.5
24-04-13,329.903,3098.9,7000.75,1880.75,15199,20848,1884.25,2025
25-04-13,335.952,3150.9,7149,1912,15344,21077,1902.75,2056.25
26-04-13,331.87,3078,6998,1845,15133,20727,1861.75,2016
29-04-13,334.212,3119.5,7120.5,1860.75,15431,20854,1871.5,2023.25
30-04-13,335.125,3075.6,7021.25,1832.25,15318.5,20324,1834.25,2007
01-05-13,331.565,2976.9,6761.75,1785.75,14752,19927,1805.75,1959.5
02-05-13,329.219,2978.5,6818,1774.25,14609,19631,1785.25,1923.25
03-05-13,336.142,3134.3,7243.75,1847,15154.25,20431,1853,2021.25
06-05-13,337.163,3134.3,7243.75,1847,15154.25,20431,1853,2021.25
07-05-13,339.812,3128.1,7238.75,1847.75,15124.5,20150,1837.75,2007.5
08-05-13,347.581,3187,7394.25,1876.25,15334,20700,1860.75,2045
09-05-13,347.03,3163.6,7331,1862,15215,20677,1839.75,1995.75
10-05-13,341.041,3163,7355.5,1843.25,15290.5,20770,1827.5,1974.5
13-05-13,337.21,3171.2,7388.5,1840,15208.5,20838,1830.5,1991
14-05-13,334.588,3122.2,7216,1827.5,15034,20933,1814,1964.75
15-05-13,327.728,3091.4,7169.5,1807,14829,20695,1791.75,1957.25
16-05-13,326.777,3122.1,7250.75,1825.25,14827,20897.5,1801.25,1985
17-05-13,325.151,3129.9,7274.5,1820,14752,20920,1809.5,2006.25
20-05-13,327.436,3164,7367.25,1829.5,15042,21300,1822.5,2030.25
21-05-13,332.515,3155.1,7338.5,1827,15003.5,21216,1819.25,2028.75
22-05-13,334.244,3198.1,7444.5,1850,15106,21416.5,1848.25,2045.25
23-05-13,326.981,3130.9,7270.5,1816.5,14873,20948.5,1824.75,2037
24-05-13,324.696,3118.6,7269.75,1805.5,14736,20999,1821.5,2067.5
27-05-13,323.095,3118.6,7269.75,1805.5,14736,20999,1821.5,2067.5
28-05-13,322.291,3144.2,7290.75,1817.25,14802,21068,1834,2118
29-05-13,324.296,3129.4,7232,1828.5,14741,20997.5,1848.75,2128.5
30-05-13,328.47,3168.1,7286.75,1876,14727.5,21049,1881.75,2176
31-05-13,324.182,3169.9,7280.75,1877.75,14752,20850,1893.75,2207.5
03-06-13,325.397,3192,7309.25,1897.75,15110,21196,1919,2224
04-06-13,325.836,3229,7423.25,1920,15225.5,20971,1931.25,2246.5
05-06-13,319.86,3236.7,7422.25,1944,15134.5,21097,1929.75,2248.5
06-06-13,319.183,3191.7,7301.25,1928.75,15007.5,20798,1897.75,2190.5
07-06-13,315.915,3153.4,7198,1903.25,14978,20990,1869,2153.75
10-06-13,314.028,3124.3,7128.75,1883,14820,20855,1853.5,2151.5
11-06-13,307.611,3072,7030.5,1846.25,14459,20454,1817,2104
12-06-13,307.774,3073.8,7087,1821.25,14197.5,20329,1828.25,2107.5
13-06-13,309.417,3054.6,7018.5,1815.85,13987,20285,1803,2075.5
14-06-13,312.197,3070.2,7056.25,1810,14253.5,20335,1823.25,2102.25
17-06-13,312.239,3064.6,7047.75,1800.75,14216.5,20343,1821.5,2099
18-06-13,309.088,3038.6,6969.75,1795.75,14076.5,20013,1820.25,2080.5
19-06-13,308.411,3023.5,6925.75,1783.75,14126,20036,1822.5,2053.75
20-06-13,290.317,2947.2,6738.5,1752,13628,19439,1792.75,2005.75
21-06-13,289.002,2968.9,6785,1747.55,14005.5,19949,1807.25,2013.75
24-06-13,279.576,2911,6637.75,1725.6,13562,19513,1788.25,1987.75
25-06-13,280.49,2958.8,6763,1738.75,13861,19767,1814,2045.25
26-06-13,278.26,2930.9,6704.5,1725.75,13531.5,19643,1803.5,2021
27-06-13,280.655,2940.1,6726.75,1721,13782.5,19717,1817.5,2042.5
28-06-13,283.589,2940.5,6731,1729.75,13643.5,19618,1821,2040.5
01-07-13,286.911,3029.5,6980.5,1784,13895.5,19908,1858,2077.25
02-07-13,285.087,3018.6,6918,1789.5,13970,20159,1864.5,2069.25
03-07-13,280.681,3021.4,6996,1763.25,13780,19988,1831.5,2070
04-07-13,284.66,3010.9,6954.5,1767.75,13752.5,19937,1831.75,2065.25
05-07-13,277.407,2931.3,6782.5,1723.75,13232,18788,1808.5,2018
08-07-13,276.624,2966,6820,1757.25,13356,19383,1846,2054.5
09-07-13,280.572,2931.7,6725.5,1745.5,13252,19242,1833.75,2021.25
10-07-13,280.889,2976.4,6818,1773,13577,19494,1864.5,2056.25
11-07-13,294.052,3031.6,6992,1791.25,13562.5,19400,1867,2066.5
12-07-13,292.203,3025.7,6939.75,1802.5,13704.25,19451.5,1868.75,2058.5
15-07-13,293.194,2993.8,6892.75,1760,13433,19337,1856,2040.75
16-07-13,298.755,3023,6981.5,1770.25,13699,19403,1851.75,2061.75
17-07-13,301.792,2989,6869.75,1758.5,13899,19474,1818,2016
18-07-13,302.255,2994.2,6886.5,1760.75,13930,19496,1821,2023
19-07-13,302.322,3006.9,6908.5,1781.5,14094,19366,1829.25,2019.75
22-07-13,308.398,3043,7016.5,1803.25,14001,19416.5,1841.25,2041.75
23-07-13,315.639,3046,7023,1800.25,14061,19418,1851,2042.5
24-07-13,312.789,3056.2,7040,1805.25,14300,19468.5,1849.75,2055.5
25-07-13,310.649,3031.7,6997,1778.75,14099,19341,1842.75,2065
26-07-13,310.422,2976.4,6848,1750,13779.5,19435,1820.25,2042.5
29-07-13,309.249,2980.4,6865,1748.5,13629,19899,1808.5,2055.5
30-07-13,307.059,2931.6,6725,1729,13449,19761.5,1797.5,2019
31-07-13,303.642,2990.2,6872.5,1757.25,13802,20402,1804,2058
01-08-13,307.839,3029.7,6990.25,1766.75,13822.5,20930,1816.75,2095.5
02-08-13,309.007,3034.8,6989.5,1764.5,13929.5,21133,1828,2110
05-08-13,309.316,3022.5,6957.5,1753.55,13796.5,21253,1831.25,2108.75
06-08-13,304.211,3021.5,6987.25,1741.8,13658,21285,1819,2098.5
07-08-13,301.949,3025.9,6983.75,1750.25,13902.5,21275,1808.75,2092.25
08-08-13,312.191,3100,7164.5,1794.55,14259,21692.5,1857.25,2125.5
09-08-13,322.111,3148.8,7253.25,1825.6,14610,22058,1907,2168.5
12-08-13,328.902,3148.3,7227.75,1837.55,14654.5,22076,1904.5,2184.25
13-08-13,328.523,3149.2,7251.75,1833.55,14668.5,21780,1904.75,2168.5
14-08-13,331.702,3169.7,7293.75,1844.5,14824,21920,1915.25,2198.5
15-08-13,330.958,3176.5,7282.25,1861,14654,21555,1921,2198.5
16-08-13,332.433,3226.3,7371.75,1898.5,14928.5,21928,1969.25,2245.25
19-08-13,328.516,3186.1,7275,1865.75,14735.5,21854,1948.5,2248
20-08-13,326.593,3189.2,7289.5,1865.25,14685,22031,1948,2241.5
21-08-13,320.504,3152,7209.75,1848.25,14350,21795,1927,2201.5
22-08-13,323.257,3168.8,7292,1837,14358.5,21933,1936,2198
23-08-13,328.016,3183.5,7333,1846.6,14455,21775,1949.75,2197.25
26-08-13,328.586,3183.5,7333,1846.6,14455,21775,1949.75,2197.25
27-08-13,322.695,3168.2,7287,1837.5,14352,21835,1945.5,2213.75
28-08-13,319.348,3145.7,7264.5,1815.25,14104,21654,1920,2208.5
29-08-13,318.18,3094.7,7129.75,1787.25,14001,21405,1898.25,2186.75
30-08-13,316.662,3062.8,7077.5,1766,13725,21235,1868.5,2145.5
02-09-13,322.28,3101.6,7214.5,1781.5,13674,21247,1870,2165.25
03-09-13,324.753,3101.1,7219.25,1774.5,13622,21623,1870.5,2142.8
04-09-13,327.002,3057,7095,1741.75,13603.5,22000,1835,2128
05-09-13,326.008,3055.5,7079.25,1751.05,13652.5,22127,1831.25,2109.5
06-09-13,328.629,3091.8,7131.25,1777,13909,22970,1855.25,2135.25
09-09-13,333.567,3090.9,7164,1758,13847,22950,1846,2132.75
10-09-13,336.696,3075,7136.25,1749,13665,22833,1834.75,2115
11-09-13,338.746,3077.2,7136.75,1755.25,13751,22801,1834.25,2101
12-09-13,336.081,3059.8,7028.4,1766.25,13713.25,22348,1839.25,2097
13-09-13,333.002,3048.6,7010.5,1744.5,13809.5,22836.5,1831.25,2044.75
16-09-13,336.349,3054.8,7055.5,1735.5,13798,22840,1827.5,2028
17-09-13,335.973,3049,7047.25,1730.75,13757,22920,1820.25,2016
18-09-13,339.545,3083,7157.25,1738,13859,22955,1830.25,2044.25
19-09-13,346.888,3152.4,7310.25,1784,14332.5,23255,1868.25,2100.5
20-09-13,339.298,3114.3,7256.5,1754.5,13966.5,23009,1834,2056.25
23-09-13,338.581,3110.5,7214,1770.75,13879,22935,1856.5,2052
24-09-13,336.829,3071.9,7115.5,1749.25,13678,22859,1837,2034.25
25-09-13,338.414,3092.4,7170.5,1757.5,13755.5,23130,1849,2046.75
26-09-13,338.284,3113.9,7226.5,1775.75,13755,23179,1861.5,2069
27-09-13,335.858,3137.4,7286,1794.25,13917,23309,1871,2073.25
30-09-13,332.131,3140.7,7290.25,1798.35,13885,23310,1881.75,2091.75
01-10-13,329.395,3093.9,7174,1779,13675,23010,1840,2037.25
02-10-13,330.191,3117.3,7251,1791.25,13674,22783,1851.25,2046.75
03-10-13,328.209,3082.1,7154,1781.75,13449,22710,1830,2033.25
04-10-13,328.359,3124,7231.5,1799.75,13973,23962,1835,2018.25
07-10-13,327.206,3119.7,7216.5,1807.9,13881,23638,1836,2034.75
08-10-13,324.355,3123.3,7211.75,1818.25,13828,23562.5,1845,2065.5
09-10-13,322.67,3080.2,7071.5,1811.25,13587.5,23388,1847.5,2049
10-10-13,325.282,3111,7122.5,1836.25,13679,23324,1857.5,2050.6
11-10-13,328.216,3132.2,7177.25,1836,13851.5,23402,1879.75,2080.5
14-10-13,330.052,3144.4,7231.75,1822.75,13939,23275,1888.75,2108
15-10-13,334.743,3132.2,7216.5,1801.5,13943,23025,1889.25,2116.75
16-10-13,334.65,3142.3,7236.5,1809,14064,22957,1888.75,2140.25
17-10-13,339.31,3129.6,7205,1804,13947,22689,1894.25,2152.5
18-10-13,339.877,3135.7,7221.75,1802.25,14146.5,22657,1898,2152.5
21-10-13,342.449,3140.8,7225,1803.5,14309.5,22757,1905.25,2168.25
22-10-13,350.201,3187,7316.5,1832.75,14809,23187,1928.5,2186.5
23-10-13,346.215,3121.9,7154.75,1797.75,14511,22766,1896.5,2151
24-10-13,348.336,3130.5,7160.25,1815,14598,22841,1900.5,2151.5
25-10-13,347.914,3146.6,7178.75,1836.5,14525,23167,1920.5,2186
28-10-13,348.53,3153.4,7182.5,1849.5,14528,23141,1932.5,2193.5
29-10-13,346.279,3152.3,7201.5,1837.5,14542,23138,1933,2185.25
30-10-13,347.331,3179.3,7286.75,1847.25,14689,23101,1934.5,2186.5
31-10-13,341.925,3149.6,7242,1814.75,14557,22856,1919,2160.5
01-11-13,337.451,3140.4,7236.5,1799.25,14515,22810,1906.25,2164.25
04-11-13,342.951,3100.3,7134.25,1776.25,14306,22720,1888,2134.25
05-11-13,344.119,3103.6,7158,1771.5,14278,23000,1886.5,2131.75
06-11-13,347.281,3087.4,7112,1775.75,14044,22827,1876.25,2136.5
07-11-13,342.049,3089.7,7150.5,1777.25,13936,22690,1868.5,2124.5
08-11-13,339.49,3092.6,7166.25,1771.25,13852,22845,1872.75,2121.75
11-11-13,338.192,3086.6,7167.5,1763,13684,22950,1861.5,2107.5
12-11-13,335.324,3064,7119,1753.25,13558,22712,1851,2087.25
13-11-13,331.946,3029.8,6980.5,1748.5,13602.5,22861,1851.25,2077.75
14-11-13,335.664,3039.7,6989.25,1745.5,13578.5,23030,1856,2074
15-11-13,337.872,3048.2,7000.25,1745.25,13758.25,23034,1869,2075.25
18-11-13,339.216,3028.1,6960.75,1736.75,13518,22767,1854,2060
19-11-13,337.906,3033.9,6958.5,1748.5,13559,22820,1865.25,2069
20-11-13,335.912,3034.5,6989.75,1735.5,13460,22822,1859.25,2075.75
21-11-13,330.918,3040.8,7024,1738.75,13360.25,22951,1861.5,2068.25
22-11-13,329.188,3063.2,7098,1737.75,13492.25,22849,1882,2086.5
25-11-13,327.467,3063.2,7097.5,1728.25,13475,22936,1874,2065.5
26-11-13,322.929,3046,7061.25,1726.75,13387,22884,1858.25,2072.5
27-11-13,322.697,3020.5,7011.25,1709.75,13216,22557,1843.25,2050.75
28-11-13,326.835,3020.1,7014.5,1708.5,13333.5,22510.5,1844.25,2042.5
29-11-13,328.073,3036.5,7054.25,1710,13451,22789,1866,2055.25
02-12-13,322.088,3007.1,6970,1696.75,13450,22486.5,1857,2042
03-12-13,319.205,2999.9,6951.25,1694,13392,22443,1854,2039.75
04-12-13,320.176,3053.2,7091.5,1727.25,13592,22719,1874.75,2060
05-12-13,319.971,3045.4,7064.75,1714,13692,22973,1877.75,2058.25
06-12-13,322.215,3068.6,7119.75,1734.75,13703,23143,1888.75,2066.75
